"Data (mm-dd)","Distrito","Óbitos"
"Jun-04","Faro","13"
"Jun-05","Faro","14"
"Jun-06","Faro","10"
"Jun-07","Faro","16"
"Jun-08","Faro","18"
"Jun-09","Faro","13"
"Jun-10","Faro","17"
"Jun-11","Faro","16"
"Jun-12","Faro","11"
"Jun-13","Faro","9"
"Jun-14","Faro","12"
"Jun-15","Faro","9"
"Jun-16","Faro","7"
"Jun-17","Faro","12"
"Jun-18","Faro","13"
"Jun-19","Faro","11"
"Jun-20","Faro","14"
"Jun-21","Faro","12"
"Jun-22","Faro","9"
"Jun-23","Faro","5"
"Jun-24","Faro","13"
"Jun-25","Faro","11"
"Jun-26","Faro","13"
"Jun-27","Faro","17"
"Jun-28","Faro","14"
"Jun-29","Faro","12"
"Jun-30","Faro","13"
"Jul-01","Faro","16"
"Jul-02","Faro","10"
"Jul-03","Faro","19"
"Jul-04","Faro","12"
"Jul-05","Faro","10"
"Jul-06","Faro","13"
"Jul-07","Faro","7"
"Jul-08","Faro","9"
"Jul-09","Faro","17"
"Jul-10","Faro","10"
"Jul-11","Faro","9"
"Jul-12","Faro","19"
"Jul-13","Faro","10"
"Jul-14","Faro","7"
"Jul-15","Faro","14"
"Jul-16","Faro","8"
"Jul-17","Faro","12"
"Jul-18","Faro","8"
"Jul-19","Faro","15"
"Jul-20","Faro","19"
"Jul-21","Faro","18"
"Jul-22","Faro","18"
"Jul-23","Faro","13"
"Jul-24","Faro","16"
"Jul-25","Faro","10"
"Jul-26","Faro","18"
"Jul-27","Faro","8"
"Jul-28","Faro","11"
"Jul-29","Faro","9"
"Jul-30","Faro","18"
"Jul-31","Faro","13"
"Ago-01","Faro","11"
"Ago-02","Faro","11"
"Ago-03","Faro","20"
"Ago-04","Faro","17"
"Ago-05","Faro","14"
"Ago-06","Faro","16"
"Ago-07","Faro","6"
"Ago-08","Faro","12"
"Ago-09","Faro","22"
"Ago-10","Faro","7"
"Ago-11","Faro","6"
"Ago-12","Faro","12"
"Ago-13","Faro","11"
"Ago-14","Faro","18"
"Ago-15","Faro","14"
"Ago-16","Faro","18"
"Ago-17","Faro","12"
"Ago-18","Faro","21"
"Ago-19","Faro","15"
"Ago-20","Faro","13"
"Ago-21","Faro","21"
"Ago-22","Faro","19"
"Ago-23","Faro","20"
"Ago-24","Faro","16"
"Ago-25","Faro","8"
"Ago-26","Faro","14"
"Ago-27","Faro","8"
"Ago-28","Faro","16"
"Ago-29","Faro","14"
"Ago-30","Faro","12"
"Ago-31","Faro","8"
"Set-01","Faro","16"
"Set-02","Faro","14"
"Set-03","Faro","8"
"Set-04","Faro","13"
"Set-05","Faro","17"
"Set-06","Faro","15"
"Set-07","Faro","12"
"Set-08","Faro","11"
"Set-09","Faro","10"
"Set-10","Faro","15"
"Set-11","Faro","11"
"Set-12","Faro","12"
"Set-13","Faro","10"
"Set-14","Faro","18"
"Set-15","Faro","16"
"Set-16","Faro","16"
"Set-17","Faro","10"
"Set-18","Faro","13"
"Set-19","Faro","11"
"Set-20","Faro","8"
"Set-21","Faro","13"
"Set-22","Faro","18"
"Set-23","Faro","10"
"Set-24","Faro","9"
"Set-25","Faro","11"
"Set-26","Faro","13"
"Set-27","Faro","10"
"Set-28","Faro","11"
"Set-29","Faro","9"
"Set-30","Faro","12"
"Out-01","Faro","9"
"Out-02","Faro","8"
"Out-03","Faro","15"
"Out-04","Faro","18"
"Out-05","Faro","15"
"Out-06","Faro","11"
"Out-07","Faro","9"
"Out-08","Faro","14"
"Out-09","Faro","10"
"Out-10","Faro","10"
"Out-11","Faro","15"
"Out-12","Faro","11"
"Out-13","Faro","9"
"Out-14","Faro","15"
"Out-15","Faro","8"
"Out-16","Faro","11"
"Out-17","Faro","14"
"Out-18","Faro","6"
"Out-19","Faro","10"
"Out-20","Faro","15"
"Out-21","Faro","5"
"Out-22","Faro","10"
"Out-23","Faro","11"
"Out-24","Faro","8"
"Out-25","Faro","12"
"Out-26","Faro","20"
"Out-27","Faro","11"
"Out-28","Faro","16"
"Out-29","Faro","5"
"Out-30","Faro","17"
"Out-31","Faro","18"
"Nov-01","Faro","22"
"Nov-02","Faro","16"
"Nov-03","Faro","13"
"Nov-04","Faro","14"
"Nov-05","Faro","19"
"Nov-06","Faro","15"
"Nov-07","Faro","15"
"Nov-08","Faro","17"
"Nov-09","Faro","16"
"Nov-10","Faro","16"
"Nov-11","Faro","27"
"Nov-12","Faro","11"
"Nov-13","Faro","14"
"Nov-14","Faro","14"
"Nov-15","Faro","22"
"Nov-16","Faro","13"
"Nov-17","Faro","13"
"Nov-18","Faro","12"
"Nov-19","Faro","21"
"Nov-20","Faro","15"
"Nov-21","Faro","15"
"Nov-22","Faro","14"
"Nov-23","Faro","16"
"Nov-24","Faro","10"
"Nov-25","Faro","18"
"Nov-26","Faro","15"
"Nov-27","Faro","22"
"Nov-28","Faro","20"
"Nov-29","Faro","17"
"Nov-30","Faro","18"
"Dez-01","Faro","16"
"Dez-02","Faro","13"
"Dez-03","Faro","19"
"Dez-04","Faro","8"
"Dez-05","Faro","14"
"Dez-06","Faro","10"
"Dez-07","Faro","13"
"Dez-08","Faro","14"
"Dez-09","Faro","15"
"Dez-10","Faro","15"
"Dez-11","Faro","14"
"Dez-12","Faro","13"
"Dez-13","Faro","10"
"Dez-14","Faro","22"
"Dez-15","Faro","16"
"Dez-16","Faro","4"
"Dez-17","Faro","14"
"Dez-18","Faro","18"
"Dez-19","Faro","15"
"Dez-20","Faro","13"
"Dez-21","Faro","20"
"Dez-22","Faro","13"
"Dez-23","Faro","10"
"Dez-24","Faro","15"
"Dez-25","Faro","10"
"Dez-26","Faro","13"
"Dez-27","Faro","14"
"Dez-28","Faro","23"
"Dez-29","Faro","15"
"Dez-30","Faro","12"
"Dez-31","Faro","7"
"Jan-01","Guarda","8"
"Jan-02","Guarda","11"
"Jan-03","Guarda","16"
"Jan-04","Guarda","6"
"Jan-05","Guarda","5"
"Jan-06","Guarda","10"
"Jan-07","Guarda","7"
"Jan-08","Guarda","8"
"Jan-09","Guarda","12"
"Jan-10","Guarda","7"
"Jan-11","Guarda","10"
"Jan-12","Guarda","5"
"Jan-13","Guarda","7"
"Jan-14","Guarda","11"
"Jan-15","Guarda","5"
"Jan-16","Guarda","8"
"Jan-17","Guarda","6"
"Jan-18","Guarda","11"
"Jan-19","Guarda","4"
"Jan-20","Guarda","9"
"Jan-21","Guarda","5"
"Jan-22","Guarda","10"
"Jan-23","Guarda","5"
"Jan-24","Guarda","10"
"Jan-25","Guarda","7"
"Jan-26","Guarda","6"
"Jan-27","Guarda","13"
"Jan-28","Guarda","7"
"Jan-29","Guarda","7"
"Jan-30","Guarda","11"
"Jan-31","Guarda","11"
"Fev-01","Guarda","7"
"Fev-02","Guarda","7"
"Fev-03","Guarda","16"
"Fev-04","Guarda","12"
"Fev-05","Guarda","12"
"Fev-06","Guarda","9"
"Fev-07","Guarda","9"
"Fev-08","Guarda","9"
"Fev-09","Guarda","11"
"Fev-10","Guarda","17"
"Fev-11","Guarda","10"
"Fev-12","Guarda","7"
"Fev-13","Guarda","9"
"Fev-14","Guarda","6"
"Fev-15","Guarda","8"
"Fev-16","Guarda","9"
"Fev-17","Guarda","5"
"Fev-18","Guarda","13"
"Fev-19","Guarda","8"
"Fev-20","Guarda","13"
"Fev-21","Guarda","9"
"Fev-22","Guarda","5"
"Fev-23","Guarda","6"
"Fev-24","Guarda","8"
"Fev-25","Guarda","9"
"Fev-26","Guarda","10"
"Fev-27","Guarda","7"
"Fev-28","Guarda","12"
"Mar-01","Guarda","7"
"Mar-02","Guarda","9"
"Mar-03","Guarda","8"
"Mar-04","Guarda","6"
"Mar-05","Guarda","10"
"Mar-06","Guarda","7"
"Mar-07","Guarda","5"
"Mar-08","Guarda","10"
"Mar-09","Guarda","8"
"Mar-10","Guarda","8"
"Mar-11","Guarda","8"
"Mar-12","Guarda","9"
"Mar-13","Guarda","11"
"Mar-14","Guarda","9"
"Mar-15","Guarda","3"
"Mar-16","Guarda","10"
"Mar-17","Guarda","9"
"Mar-18","Guarda","9"
"Mar-19","Guarda","13"
"Mar-20","Guarda","8"
"Mar-21","Guarda","8"
"Mar-22","Guarda","8"
"Mar-23","Guarda","5"
"Mar-24","Guarda","10"
"Mar-25","Guarda","9"
"Mar-26","Guarda","4"
"Mar-27","Guarda","4"
"Mar-28","Guarda","6"
"Mar-29","Guarda","3"
"Mar-30","Guarda","9"
"Mar-31","Guarda","5"
"Abr-01","Guarda","6"
"Abr-02","Guarda","6"
"Abr-03","Guarda","8"
"Abr-04","Guarda","5"
"Abr-05","Guarda","8"
"Abr-06","Guarda","7"
"Abr-07","Guarda","9"
"Abr-08","Guarda","9"
"Abr-09","Guarda","14"
"Abr-10","Guarda","8"
"Abr-11","Guarda","6"
"Abr-12","Guarda","8"
"Abr-13","Guarda","5"
"Abr-14","Guarda","6"
"Abr-15","Guarda","11"
"Abr-16","Guarda","5"
"Abr-17","Guarda","8"
"Abr-18","Guarda","7"
"Abr-19","Guarda","14"
"Abr-20","Guarda","6"
"Abr-21","Guarda","16"
"Abr-22","Guarda","7"
"Abr-23","Guarda","7"
"Abr-24","Guarda","9"
"Abr-25","Guarda","5"
"Abr-26","Guarda","7"
"Abr-27","Guarda","6"
"Abr-28","Guarda","2"
"Abr-29","Guarda","5"
"Abr-30","Guarda","8"
"Mai-01","Guarda","9"
"Mai-02","Guarda","3"
"Mai-03","Guarda","6"
"Mai-04","Guarda","6"
"Mai-05","Guarda","5"
"Mai-06","Guarda","2"
"Mai-07","Guarda","4"
"Mai-08","Guarda","6"
"Mai-09","Guarda","8"
"Mai-10","Guarda","7"
"Mai-11","Guarda","2"
"Mai-12","Guarda","7"
"Mai-13","Guarda","10"
"Mai-14","Guarda","5"
"Mai-15","Guarda","10"
"Mai-16","Guarda","9"
"Mai-17","Guarda","11"
"Mai-18","Guarda","3"
"Mai-19","Guarda","3"
"Mai-20","Guarda","2"
"Mai-21","Guarda","4"
"Mai-22","Guarda","5"
"Mai-23","Guarda","9"
"Mai-24","Guarda","9"
"Mai-25","Guarda","5"
"Mai-26","Guarda","11"
"Mai-27","Guarda","6"
"Mai-28","Guarda","8"
"Mai-29","Guarda","11"
"Mai-30","Guarda","8"
"Mai-31","Guarda","5"
"Jun-01","Guarda","8"
"Jun-02","Guarda","5"
"Jun-03","Guarda","6"
"Jun-04","Guarda","6"
"Jun-05","Guarda","7"
"Jun-06","Guarda","5"
"Jun-07","Guarda","4"
"Jun-08","Guarda","0"
"Jun-09","Guarda","3"
"Jun-10","Guarda","5"
"Jun-11","Guarda","8"
"Jun-12","Guarda","4"
"Jun-13","Guarda","3"
"Jun-14","Guarda","3"
"Jun-15","Guarda","7"
"Jun-16","Guarda","8"
"Jun-17","Guarda","3"
"Jun-18","Guarda","6"
"Jun-19","Guarda","3"
"Jun-20","Guarda","10"
"Jun-21","Guarda","10"
"Jun-22","Guarda","10"
"Jun-23","Guarda","10"
"Jun-24","Guarda","12"
"Jun-25","Guarda","6"
"Jun-26","Guarda","9"
"Jun-27","Guarda","10"
"Jun-28","Guarda","4"
"Jun-29","Guarda","7"
"Jun-30","Guarda","5"
"Jul-01","Guarda","9"
"Jul-02","Guarda","10"
"Jul-03","Guarda","7"
"Jul-04","Guarda","6"
"Jul-05","Guarda","9"
"Jul-06","Guarda","3"
"Jul-07","Guarda","3"
"Jul-08","Guarda","6"
"Jul-09","Guarda","2"
"Jul-10","Guarda","9"
"Jul-11","Guarda","5"
"Jul-12","Guarda","6"
"Jul-13","Guarda","6"
"Jul-14","Guarda","2"
"Jul-15","Guarda","8"
"Jul-16","Guarda","4"
"Jul-17","Guarda","5"
"Jul-18","Guarda","3"
"Jul-19","Guarda","8"
"Jul-20","Guarda","8"
"Jul-21","Guarda","6"
"Jul-22","Guarda","8"
"Jul-23","Guarda","6"
"Jul-24","Guarda","1"
"Jul-25","Guarda","7"
"Jul-26","Guarda","5"
"Jul-27","Guarda","2"
"Jul-28","Guarda","7"
"Jul-29","Guarda","10"
"Jul-30","Guarda","7"
"Jul-31","Guarda","7"
"Ago-01","Guarda","6"
"Ago-02","Guarda","5"
"Ago-03","Guarda","11"
"Ago-04","Guarda","2"
"Ago-05","Guarda","2"
"Ago-06","Guarda","6"
"Ago-07","Guarda","9"
"Ago-08","Guarda","4"
"Ago-09","Guarda","4"
"Ago-10","Guarda","6"
"Ago-11","Guarda","7"
"Ago-12","Guarda","7"
"Ago-13","Guarda","7"
"Ago-14","Guarda","11"
"Ago-15","Guarda","2"
"Ago-16","Guarda","9"
"Ago-17","Guarda","8"
"Ago-18","Guarda","8"
"Ago-19","Guarda","4"
"Ago-20","Guarda","6"
"Ago-21","Guarda","7"
"Ago-22","Guarda","3"
"Ago-23","Guarda","9"
"Ago-24","Guarda","8"
"Ago-25","Guarda","7"
"Ago-26","Guarda","6"
"Ago-27","Guarda","6"
"Ago-28","Guarda","5"
"Ago-29","Guarda","2"
"Ago-30","Guarda","5"
"Ago-31","Guarda","9"
"Set-01","Guarda","3"
"Set-02","Guarda","4"
"Set-03","Guarda","7"
"Set-04","Guarda","6"
"Set-05","Guarda","7"
"Set-06","Guarda","4"
"Set-07","Guarda","4"
"Set-08","Guarda","6"
"Set-09","Guarda","9"
"Set-10","Guarda","6"
"Set-11","Guarda","8"
"Set-12","Guarda","7"
"Set-13","Guarda","5"
"Set-14","Guarda","3"
"Set-15","Guarda","9"
"Set-16","Guarda","9"
"Set-17","Guarda","5"
"Set-18","Guarda","3"
"Set-19","Guarda","4"
"Set-20","Guarda","5"
"Set-21","Guarda","5"
"Set-22","Guarda","7"
"Set-23","Guarda","8"
"Set-24","Guarda","6"
"Set-25","Guarda","4"
"Set-26","Guarda","1"
"Set-27","Guarda","4"
"Set-28","Guarda","6"
"Set-29","Guarda","5"
"Set-30","Guarda","11"
"Out-01","Guarda","13"
"Out-02","Guarda","7"
"Out-03","Guarda","4"
"Out-04","Guarda","6"
"Out-05","Guarda","7"
"Out-06","Guarda","8"
"Out-07","Guarda","4"
"Out-08","Guarda","12"
"Out-09","Guarda","5"
"Out-10","Guarda","5"
"Out-11","Guarda","2"
"Out-12","Guarda","5"
"Out-13","Guarda","8"
"Out-14","Guarda","6"
"Out-15","Guarda","8"
"Out-16","Guarda","6"
"Out-17","Guarda","9"
"Out-18","Guarda","6"
"Out-19","Guarda","8"
"Out-20","Guarda","5"
"Out-21","Guarda","5"
"Out-22","Guarda","9"
"Out-23","Guarda","8"
"Out-24","Guarda","9"
"Out-25","Guarda","8"
"Out-26","Guarda","6"
"Out-27","Guarda","11"
"Out-28","Guarda","8"
"Out-29","Guarda","9"
"Out-30","Guarda","6"
"Out-31","Guarda","7"
"Nov-01","Guarda","8"
"Nov-02","Guarda","6"
"Nov-03","Guarda","6"
"Nov-04","Guarda","6"
"Nov-05","Guarda","10"
"Nov-06","Guarda","7"
"Nov-07","Guarda","6"
"Nov-08","Guarda","8"
"Nov-09","Guarda","7"
"Nov-10","Guarda","9"
"Nov-11","Guarda","8"
"Nov-12","Guarda","12"
"Nov-13","Guarda","7"
"Nov-14","Guarda","4"
"Nov-15","Guarda","7"
"Nov-16","Guarda","9"
"Nov-17","Guarda","6"
"Nov-18","Guarda","15"
"Nov-19","Guarda","8"
"Nov-20","Guarda","4"
"Nov-21","Guarda","9"
"Nov-22","Guarda","11"
"Nov-23","Guarda","12"
"Nov-24","Guarda","7"
"Nov-25","Guarda","15"
"Nov-26","Guarda","6"
"Nov-27","Guarda","5"
"Nov-28","Guarda","7"
"Nov-29","Guarda","4"
"Nov-30","Guarda","6"
"Dez-01","Guarda","3"
"Dez-02","Guarda","6"
"Dez-03","Guarda","5"
"Dez-04","Guarda","11"
"Dez-05","Guarda","10"
"Dez-06","Guarda","11"
"Dez-07","Guarda","12"
"Dez-08","Guarda","2"
"Dez-09","Guarda","14"
"Dez-10","Guarda","10"
"Dez-11","Guarda","9"
"Dez-12","Guarda","11"
"Dez-13","Guarda","9"
"Dez-14","Guarda","7"
"Dez-15","Guarda","8"
"Dez-16","Guarda","12"
"Dez-17","Guarda","9"
"Dez-18","Guarda","4"
"Dez-19","Guarda","3"
"Dez-20","Guarda","7"
"Dez-21","Guarda","12"
"Dez-22","Guarda","10"
"Dez-23","Guarda","9"
"Dez-24","Guarda","8"
"Dez-25","Guarda","9"
"Dez-26","Guarda","8"
"Dez-27","Guarda","9"
"Dez-28","Guarda","7"
"Dez-29","Guarda","7"
"Dez-30","Guarda","9"
"Dez-31","Guarda","3"
"Jan-01","Ilha da Graciosa","0"
"Jan-02","Ilha da Graciosa","0"
"Jan-03","Ilha da Graciosa","0"
"Jan-04","Ilha da Graciosa","0"
"Jan-05","Ilha da Graciosa","0"
"Jan-06","Ilha da Graciosa","0"
"Jan-07","Ilha da Graciosa","1"
"Jan-08","Ilha da Graciosa","0"
"Jan-09","Ilha da Graciosa","0"
"Jan-10","Ilha da Graciosa","1"
"Jan-11","Ilha da Graciosa","0"
"Jan-12","Ilha da Graciosa","0"
"Jan-13","Ilha da Graciosa","0"
"Jan-14","Ilha da Graciosa","0"
"Jan-15","Ilha da Graciosa","0"
"Jan-16","Ilha da Graciosa","0"
"Jan-17","Ilha da Graciosa","1"
"Jan-18","Ilha da Graciosa","1"
"Jan-19","Ilha da Graciosa","0"
"Jan-20","Ilha da Graciosa","0"
"Jan-21","Ilha da Graciosa","0"
"Jan-22","Ilha da Graciosa","0"
"Jan-23","Ilha da Graciosa","0"
"Jan-24","Ilha da Graciosa","0"
"Jan-25","Ilha da Graciosa","0"
"Jan-26","Ilha da Graciosa","0"
"Jan-27","Ilha da Graciosa","0"
"Jan-28","Ilha da Graciosa","0"
"Jan-29","Ilha da Graciosa","0"
"Jan-30","Ilha da Graciosa","0"
"Jan-31","Ilha da Graciosa","0"
"Fev-01","Ilha da Graciosa","1"
"Fev-02","Ilha da Graciosa","0"
"Fev-03","Ilha da Graciosa","0"
"Fev-04","Ilha da Graciosa","0"
"Fev-05","Ilha da Graciosa","1"
"Fev-06","Ilha da Graciosa","0"
"Fev-07","Ilha da Graciosa","0"
"Fev-08","Ilha da Graciosa","0"
"Fev-09","Ilha da Graciosa","0"
"Fev-10","Ilha da Graciosa","1"
"Fev-11","Ilha da Graciosa","0"
"Fev-12","Ilha da Graciosa","0"
"Fev-13","Ilha da Graciosa","0"
"Fev-14","Ilha da Graciosa","0"
"Fev-15","Ilha da Graciosa","0"
"Fev-16","Ilha da Graciosa","0"
"Fev-17","Ilha da Graciosa","1"
"Fev-18","Ilha da Graciosa","0"
"Fev-19","Ilha da Graciosa","0"
"Fev-20","Ilha da Graciosa","0"
"Fev-21","Ilha da Graciosa","0"
"Fev-22","Ilha da Graciosa","0"
"Fev-23","Ilha da Graciosa","0"
"Fev-24","Ilha da Graciosa","0"
"Fev-25","Ilha da Graciosa","1"
"Fev-26","Ilha da Graciosa","0"
"Fev-27","Ilha da Graciosa","0"
"Fev-28","Ilha da Graciosa","0"
"Mar-01","Ilha da Graciosa","0"
"Mar-02","Ilha da Graciosa","0"
"Mar-03","Ilha da Graciosa","0"
"Mar-04","Ilha da Graciosa","0"
"Mar-05","Ilha da Graciosa","0"
"Mar-06","Ilha da Graciosa","0"
"Mar-07","Ilha da Graciosa","0"
"Mar-08","Ilha da Graciosa","0"
"Mar-09","Ilha da Graciosa","1"
"Mar-10","Ilha da Graciosa","0"
"Mar-11","Ilha da Graciosa","0"
"Mar-12","Ilha da Graciosa","0"
"Mar-13","Ilha da Graciosa","1"
"Mar-14","Ilha da Graciosa","0"
"Mar-15","Ilha da Graciosa","0"
"Mar-16","Ilha da Graciosa","0"
"Mar-17","Ilha da Graciosa","0"
"Mar-18","Ilha da Graciosa","0"
"Mar-19","Ilha da Graciosa","0"
"Mar-20","Ilha da Graciosa","2"
"Mar-21","Ilha da Graciosa","0"
"Mar-22","Ilha da Graciosa","0"
"Mar-23","Ilha da Graciosa","0"
"Mar-24","Ilha da Graciosa","0"
"Mar-25","Ilha da Graciosa","0"
"Mar-26","Ilha da Graciosa","1"
"Mar-27","Ilha da Graciosa","0"
"Mar-28","Ilha da Graciosa","0"
"Mar-29","Ilha da Graciosa","0"
"Mar-30","Ilha da Graciosa","0"
"Mar-31","Ilha da Graciosa","0"
"Abr-01","Ilha da Graciosa","0"
"Abr-02","Ilha da Graciosa","0"
"Abr-03","Ilha da Graciosa","0"
"Abr-04","Ilha da Graciosa","0"
"Abr-05","Ilha da Graciosa","1"
"Abr-06","Ilha da Graciosa","0"
"Abr-07","Ilha da Graciosa","0"
"Abr-08","Ilha da Graciosa","1"
"Abr-09","Ilha da Graciosa","0"
"Abr-10","Ilha da Graciosa","0"
"Abr-11","Ilha da Graciosa","0"
"Abr-12","Ilha da Graciosa","0"
"Abr-13","Ilha da Graciosa","0"
"Abr-14","Ilha da Graciosa","1"
"Abr-15","Ilha da Graciosa","1"
"Abr-16","Ilha da Graciosa","1"
"Abr-17","Ilha da Graciosa","0"
"Abr-18","Ilha da Graciosa","0"
"Abr-19","Ilha da Graciosa","0"
"Abr-20","Ilha da Graciosa","1"
"Abr-21","Ilha da Graciosa","0"
"Abr-22","Ilha da Graciosa","0"
"Abr-23","Ilha da Graciosa","0"
"Abr-24","Ilha da Graciosa","0"
"Abr-25","Ilha da Graciosa","0"
"Abr-26","Ilha da Graciosa","0"
"Abr-27","Ilha da Graciosa","0"
"Abr-28","Ilha da Graciosa","0"
"Abr-29","Ilha da Graciosa","0"
"Abr-30","Ilha da Graciosa","1"
"Mai-01","Ilha da Graciosa","0"
"Mai-02","Ilha da Graciosa","0"
"Mai-03","Ilha da Graciosa","0"
"Mai-04","Ilha da Graciosa","0"
"Mai-05","Ilha da Graciosa","0"
"Mai-06","Ilha da Graciosa","0"
"Mai-07","Ilha da Graciosa","0"
"Mai-08","Ilha da Graciosa","0"
"Mai-09","Ilha da Graciosa","0"
"Mai-10","Ilha da Graciosa","0"
"Mai-11","Ilha da Graciosa","0"
"Mai-12","Ilha da Graciosa","0"
"Mai-13","Ilha da Graciosa","0"
"Mai-14","Ilha da Graciosa","1"
"Mai-15","Ilha da Graciosa","0"
"Mai-16","Ilha da Graciosa","0"
"Mai-17","Ilha da Graciosa","0"
"Mai-18","Ilha da Graciosa","0"
"Mai-19","Ilha da Graciosa","2"
"Mai-20","Ilha da Graciosa","0"
"Mai-21","Ilha da Graciosa","0"
"Mai-22","Ilha da Graciosa","0"
"Mai-23","Ilha da Graciosa","2"
"Mai-24","Ilha da Graciosa","0"
"Mai-25","Ilha da Graciosa","0"
"Mai-26","Ilha da Graciosa","0"
"Mai-27","Ilha da Graciosa","0"
"Mai-28","Ilha da Graciosa","0"
"Mai-29","Ilha da Graciosa","0"
"Mai-30","Ilha da Graciosa","0"
"Mai-31","Ilha da Graciosa","0"
"Jun-01","Ilha da Graciosa","1"
"Jun-02","Ilha da Graciosa","0"
"Jun-03","Ilha da Graciosa","1"
"Jun-04","Ilha da Graciosa","0"
"Jun-05","Ilha da Graciosa","0"
"Jun-06","Ilha da Graciosa","0"
"Jun-07","Ilha da Graciosa","0"
"Jun-08","Ilha da Graciosa","0"
"Jun-09","Ilha da Graciosa","0"
"Jun-10","Ilha da Graciosa","0"
"Jun-11","Ilha da Graciosa","0"
"Jun-12","Ilha da Graciosa","0"
"Jun-13","Ilha da Graciosa","0"
"Jun-14","Ilha da Graciosa","0"
"Jun-15","Ilha da Graciosa","0"
"Jun-16","Ilha da Graciosa","0"
"Jun-17","Ilha da Graciosa","0"
"Jun-18","Ilha da Graciosa","0"
"Jun-19","Ilha da Graciosa","0"
"Jun-20","Ilha da Graciosa","0"
"Jun-21","Ilha da Graciosa","0"
"Jun-22","Ilha da Graciosa","0"
"Jun-23","Ilha da Graciosa","0"
"Jun-24","Ilha da Graciosa","0"
"Jun-25","Ilha da Graciosa","0"
"Jun-26","Ilha da Graciosa","0"
"Jun-27","Ilha da Graciosa","0"
"Jun-28","Ilha da Graciosa","0"
"Jun-29","Ilha da Graciosa","0"
"Jun-30","Ilha da Graciosa","1"
"Jul-01","Ilha da Graciosa","0"
"Jul-02","Ilha da Graciosa","0"
"Jul-03","Ilha da Graciosa","0"
"Jul-04","Ilha da Graciosa","0"
"Jul-05","Ilha da Graciosa","0"
"Jul-06","Ilha da Graciosa","0"
"Jul-07","Ilha da Graciosa","0"
"Jul-08","Ilha da Graciosa","0"
"Jul-09","Ilha da Graciosa","0"
"Jul-10","Ilha da Graciosa","0"
"Jul-11","Ilha da Graciosa","1"
"Jul-12","Ilha da Graciosa","0"
"Jul-13","Ilha da Graciosa","0"
"Jul-14","Ilha da Graciosa","0"
"Jul-15","Ilha da Graciosa","0"
"Jul-16","Ilha da Graciosa","0"
"Jul-17","Ilha da Graciosa","0"
"Jul-18","Ilha da Graciosa","0"
"Jul-19","Ilha da Graciosa","1"
"Jul-20","Ilha da Graciosa","0"
"Jul-21","Ilha da Graciosa","0"
"Jul-22","Ilha da Graciosa","1"
"Jul-23","Ilha da Graciosa","0"
"Jul-24","Ilha da Graciosa","0"
"Jul-25","Ilha da Graciosa","0"
"Jul-26","Ilha da Graciosa","0"
"Jul-27","Ilha da Graciosa","0"
"Jul-28","Ilha da Graciosa","0"
"Jul-29","Ilha da Graciosa","0"
"Jul-30","Ilha da Graciosa","1"
"Jul-31","Ilha da Graciosa","0"
"Ago-01","Ilha da Graciosa","0"
"Ago-02","Ilha da Graciosa","0"
"Ago-03","Ilha da Graciosa","0"
"Ago-04","Ilha da Graciosa","1"
"Ago-05","Ilha da Graciosa","2"
"Ago-06","Ilha da Graciosa","0"
"Ago-07","Ilha da Graciosa","0"
"Ago-08","Ilha da Graciosa","1"
"Ago-09","Ilha da Graciosa","0"
"Ago-10","Ilha da Graciosa","0"
"Ago-11","Ilha da Graciosa","0"
"Ago-12","Ilha da Graciosa","0"
"Ago-13","Ilha da Graciosa","1"
"Ago-14","Ilha da Graciosa","0"
"Ago-15","Ilha da Graciosa","1"
"Ago-16","Ilha da Graciosa","1"
"Ago-17","Ilha da Graciosa","0"
"Ago-18","Ilha da Graciosa","1"
"Ago-19","Ilha da Graciosa","1"
"Ago-20","Ilha da Graciosa","0"
"Ago-21","Ilha da Graciosa","0"
"Ago-22","Ilha da Graciosa","0"
"Ago-23","Ilha da Graciosa","0"
"Ago-24","Ilha da Graciosa","0"
"Ago-25","Ilha da Graciosa","2"
"Ago-26","Ilha da Graciosa","0"
"Ago-27","Ilha da Graciosa","0"
"Ago-28","Ilha da Graciosa","0"
"Ago-29","Ilha da Graciosa","0"
"Ago-30","Ilha da Graciosa","0"
"Ago-31","Ilha da Graciosa","0"
"Set-01","Ilha da Graciosa","0"
"Set-02","Ilha da Graciosa","0"
"Set-03","Ilha da Graciosa","0"
"Set-04","Ilha da Graciosa","0"
"Set-05","Ilha da Graciosa","0"
"Set-06","Ilha da Graciosa","0"
"Set-07","Ilha da Graciosa","1"
"Set-08","Ilha da Graciosa","0"
"Set-09","Ilha da Graciosa","0"
"Set-10","Ilha da Graciosa","1"
"Set-11","Ilha da Graciosa","0"
"Set-12","Ilha da Graciosa","0"
"Set-13","Ilha da Graciosa","0"
"Set-14","Ilha da Graciosa","0"
"Set-15","Ilha da Graciosa","0"
"Set-16","Ilha da Graciosa","0"
"Set-17","Ilha da Graciosa","0"
"Set-18","Ilha da Graciosa","0"
"Set-19","Ilha da Graciosa","0"
"Set-20","Ilha da Graciosa","0"
"Set-21","Ilha da Graciosa","0"
"Set-22","Ilha da Graciosa","0"
"Set-23","Ilha da Graciosa","0"
"Set-24","Ilha da Graciosa","0"
"Set-25","Ilha da Graciosa","0"
"Set-26","Ilha da Graciosa","0"
"Set-27","Ilha da Graciosa","1"
"Set-28","Ilha da Graciosa","0"
